topic,ask_type,count
Scabies,image_identification,2
Scabies,anatomy_structure,1
Scabies,management,1
Scalp and meninges,anatomy_structure,1
Scaphoid,anatomy_structure,1
Scaphoid,image_identification,1
Scapula,anatomy_structure,1
Scarring,other,2
Scars,image_identification,1
Schilling test,investigation,1
Schizoaffective Disorder,diagnosis,1
Schizoaffective disorder,diagnosis,1
Schizophrenia & Psychosis,diagnosis,23
Schizophrenia & Psychosis,other,16
Schizophrenia & Psychosis,epidemiology,5
Schizophrenia & Psychosis,mechanism,4
Schizophrenia & Psychosis,drug_of_choice,2
Schizophrenia & Psychosis,management,2
School Health,other,3
School Health,management,1
School Health Services,other,1
School health,other,1
School health services,other,1
Schwalbe's ring,anatomy_structure,1
Schwann cells,anatomy_structure,1
Sciatic nerve,anatomy_structure,1
Sciatica,anatomy_structure,1
Sclera,other,5
Sclera,anatomy_structure,2
Scleritis,other,4
Scleritis,epidemiology,1
Scleromalacia Perforans,other,1
Scleromalacia perforans,other,1
Scoliosis,management,2
Scoliosis,diagnosis,1
Scoliosis,investigation,1
Scoring Systems,investigation,1
Scoring Systems,other,1
Screening,epidemiology,16
Screening,investigation,4
Screening,management,3
Screening,other,3
Screening,diagnosis,1
Screening,mechanism,1
Screening Effectiveness,epidemiology,1
Screening Evaluation,epidemiology,1
Screening For Diseases,other,1
Screening Tests,diagnosis,1
Screening Tests,epidemiology,1
Screening for Diseases,other,1
Screening tests,epidemiology,1
Scrotal Disorders,diagnosis,1
Scrotal Disorders,other,1
Scrotal Emergencies,diagnosis,1
Scrotal Swelling,diagnosis,2
Scrotal Swellings,management,1
Scrotal swelling,diagnosis,2
Scrotum,anatomy_structure,3
Scurvy,diagnosis,1
Seasonal Affective Disorder,diagnosis,1
Seasonal affective disorder,diagnosis,1
Seborrhic Dermatitis,other,1
Seborrhic dermatitis,other,1
Second Messengers,mechanism,1
Secondary Amenorrhea,diagnosis,1
Secondary Service Centre,epidemiology,1
Secondary Survey,management,1
Secondary attack rate,epidemiology,1
Secondary health care,other,1
Secretion Regulation,other,1
Secretions,other,1
Sectoral Sign,diagnosis,1
Sedation,other,1
Sedative-hypnotics,other,1
Seizure Disorders,drug_of_choice,1
Seizure disorders,diagnosis,3
Seizure disorders,drug_of_choice,1
Seizure disorders,investigation,1
Seizure disorders,other,1
Seizures,diagnosis,1
Seizures,management,1
Seizures,other,1
Selection Bias,epidemiology,2
Selection bias,epidemiology,3
Selective Estrogen Receptor Modulators,mechanism,3
Selective Mutism,diagnosis,1
Selective estrogen receptor modulators,mechanism,3
Selective media,investigation,1
Self-Harm,diagnosis,1
Self-harm,diagnosis,1
Semen Analysis,investigation,1
Semen Detection,investigation,3
Semen detection,investigation,1
Seminal vesicles,anatomy_structure,1
Semitendinosus,anatomy_structure,1
Sensitivity,epidemiology,1
Sensorineural hearing loss,mechanism,1
Sensory Pathways,diagnosis,1
Sensory Pathways,mechanism,1
Sensory Physiology,mechanism,12
Sensory Physiology,other,2
Sensory Physiology,anatomy_structure,1
Sensory Receptors,mechanism,3
Sensory Receptors,anatomy_structure,1
Sensory System,mechanism,1
Sensory pathways,anatomy_structure,1
Sensory perception,anatomy_structure,1
Sensory physiology,mechanism,5
Sensory receptors,mechanism,3
Sensory receptors,anatomy_structure,1
Sentinel Lymph Node Biopsy,other,1
Sentinel Surveillance,epidemiology,1
Sentinel lymph node biopsy,management,1
Sepsis,diagnosis,4
Sepsis,management,1
Septal perforation,diagnosis,1
Septic Arthritis,investigation,2
Septic Arthritis,diagnosis,1
Septic Arthritis,epidemiology,1
Septic Arthritis,other,1
Septic arthritis,investigation,2
Septic arthritis,epidemiology,1
Septic arthritis,other,1
Septoplasty,management,8
Septoplasty,anatomy_structure,1
Serology,investigation,9
Serology,diagnosis,3
Serology,other,3
Serology,mechanism,1
Seronegative Spondyloarthropathies,diagnosis,1
Serotonin Metabolism,diagnosis,2
Serotonin Metabolism,investigation,1
Serotonin Receptors,mechanism,1
Serotonin Syndrome,management,1
Serous otitis media,management,1
Serum Sickness,other,1
Serum sickness,other,1
Severe preeclampsia,management,1
Sex Reassignment Surgery,management,1
Sexual Assault,investigation,4
Sexual Assault,diagnosis,3
Sexual Assault,other,3
Sexual Assault,mechanism,1
Sexual Assault Examination,investigation,1
Sexual Assault Examination,other,1
Sexual Disorders,diagnosis,4
Sexual Disorders,other,4
Sexual Disorders,investigation,1
Sexual Disorders,management,1
Sexual Dysfunction,diagnosis,4
Sexual Dysfunction,investigation,2
Sexual Dysfunction,management,2
Sexual Dysfunctions,management,1
Sexual Jurisprudence,other,3
Sexual Offences,other,14
Sexual Offences,investigation,3
Sexual Offences,diagnosis,2
Sexual Offences,mechanism,1
Sexual Offenses,other,4
Sexual Response Cycle,other,1
Sexual assault,other,2
Sexual assault,diagnosis,1
Sexual assault,mechanism,1
Sexual disorders,diagnosis,4
Sexual disorders,investigation,1
Sexual disorders,management,1
Sexual dysfunction,diagnosis,1
Sexual dysfunction,investigation,1
Sexual dysfunction,management,1
Sexual dysfunction,other,1
Sexual offenses,other,1
Sexually Transmitted Diseases,diagnosis,1
Sexually transmitted diseases,diagnosis,1
Shelter-in-place,management,1
Shield material,other,1
Shigella,investigation,2
Shigella,diagnosis,1
Shipping navigation,other,1
Shock,mechanism,6
Shock,diagnosis,5
Shock,management,5
Shock,other,2
Shock,drug_of_choice,1
Shock Management,management,1
Shock management,management,1
Short Bowel Syndrome,mechanism,1
Short Bowel Syndrome,other,1
Short bowel syndrome,mechanism,1
Shoulder,other,4
Shoulder,anatomy_structure,2
Shoulder,diagnosis,2
Shoulder,mechanism,2
Shoulder Anatomy,anatomy_structure,1
Shoulder Clinical Tests,investigation,1
Shoulder Dislocation,diagnosis,4
Shoulder Dislocation,management,2
Shoulder Disorders,diagnosis,1
Shoulder Dystocia,management,6
Shoulder Dystocia,anatomy_structure,1
Shoulder Examination,investigation,1
Shoulder Impingement Syndrome,mechanism,1
Shoulder Injuries,diagnosis,1
Shoulder Instability,management,1
Shoulder Movements,anatomy_structure,1
Shoulder Pathology,diagnosis,1
Shoulder Region,anatomy_structure,2
Shoulder anatomy,anatomy_structure,1
Shoulder dislocation,diagnosis,1
Shoulder disorders,diagnosis,1
Shoulder dystocia,management,1
Shoulder impingement,diagnosis,1
Shoulder injuries,other,2
Shoulder instability,management,1
Shoulder muscles,anatomy_structure,1
Shoulder pain,diagnosis,1
Shoulder pathology,diagnosis,1
Shoulder region,anatomy_structure,2
Shrinking Lung Syndrome,diagnosis,1
Siadh Management,drug_of_choice,1
Sialolithiasis,diagnosis,1
Sickle Cell Disease,diagnosis,1
Sickle Cell Disease,drug_of_choice,1
Sickle Cell Disease Complications,diagnosis,2
Sickle cell disease complications,diagnosis,1
Side Effects,mechanism,1
Sideroblastic anemia,mechanism,1
Signal Transduction,mechanism,5
Signal transduction,mechanism,1
Signs of live birth,other,1
Sinonasal obstruction,image_identification,1
Sinus Imaging,investigation,1
Sinus Radiography,investigation,1
Sinus Surgery,management,2
Sinusitis,diagnosis,3
Sinusitis,management,2
Sinusitis,other,2
Sinusitis,image_identification,1
Sirs,diagnosis,1
Site distribution,epidemiology,1
Sjogren syndrome,diagnosis,1
Sjögren'S Syndrome,diagnosis,1
Sjögren's syndrome,diagnosis,1
Skeletal Age,investigation,1
Skeletal Anatomy,anatomy_structure,1
Skeletal Dysplasias,diagnosis,1
Skeletal Dysplasias,mechanism,1
Skeletal Imaging,diagnosis,1
Skeletal Imaging,image_identification,1
Skeletal Muscle Relaxants,mechanism,1
Skeletal Radiology,diagnosis,5
Skeletal Radiology,image_identification,2
Skeletal Radiology,other,1
Skeletal System,anatomy_structure,3
Skeletal Traction,management,1
Skeletal dysplasias,diagnosis,1
Skeletal imaging,image_identification,1
Skeletal muscle,mechanism,1
Skeletal radiology,diagnosis,1
Skeletal system,anatomy_structure,2
Skin & Soft Tissue,diagnosis,1
Skin And Soft Tissue,diagnosis,1
Skin Appendages And Their Disorders,other,3
Skin Cancer,diagnosis,1
Skin Cancer,epidemiology,1
Skin Cancers,epidemiology,1
Skin Conditions,other,2
Skin Conditions,diagnosis,1
Skin Conditions,image_identification,1
Skin Disorders,other,2
Skin Disorders,diagnosis,1
Skin Disorders,drug_of_choice,1
Skin Disorders,image_identification,1
Skin Graft Physiology,mechanism,1
Skin Grafts,mechanism,1
Skin Lesions,image_identification,5
Skin Lesions,other,3
Skin Lesions,diagnosis,2
Skin Manifestations,diagnosis,1
Skin Neoplasms,diagnosis,2
Skin Pathology,diagnosis,1
Skin Pathology,other,1
Skin Rashes,image_identification,1
Skin Signs,diagnosis,2
Skin and Nail,other,1
Skin and Soft Tissue,diagnosis,1
Skin cancer,epidemiology,1
Skin cancer,management,1
Skin cancers,epidemiology,1
Skin innervation,anatomy_structure,1
Skin lesions,diagnosis,2
Skin lesions,mechanism,1
Skin lesions,other,1
Skin manifestations,diagnosis,1
Skin neoplasms,diagnosis,1
Skin pathology,diagnosis,1
Skin pathology,other,1
Skin physiology,mechanism,1
Skin reactions,epidemiology,1
Skull,anatomy_structure,5
Skull Anatomy,anatomy_structure,1
Skull Anatomy,other,1
Skull And Facial Bones,anatomy_structure,1
Skull Base,anatomy_structure,4
Skull Base Anatomy,anatomy_structure,1
Skull Bones,anatomy_structure,1
Skull Foramina,anatomy_structure,4
Skull Imaging,diagnosis,2
Skull and Facial Bones,anatomy_structure,1
Skull base,anatomy_structure,2
Sleep,other,7
Sleep,investigation,3
Sleep,mechanism,3
Sleep,image_identification,1
Sleep Apnea,investigation,1
Sleep Apnea,management,1
Sleep Apnea,other,1
Sleep Disorders,diagnosis,6
Sleep Disorders,other,5
Sleep Disorders,mechanism,1
Sleep Hygiene,other,3
Sleep Physiology,diagnosis,2
Sleep Physiology,image_identification,2
Sleep Physiology,other,2
Sleep apnea,management,2
Sleep apnea,investigation,1
Sleep disorders,diagnosis,6
Sleep disorders,other,4
Sleep disorders,management,3
Sleep disorders,mechanism,2
Sleep hygiene,other,3
Sleep pharmacology,mechanism,1
Sleep physiology,diagnosis,1
Sleep physiology,other,1
Slipped Capital Femoral Epiphysis,diagnosis,2
Small Bowel Surgery Complications,diagnosis,1
Small Intestine,anatomy_structure,1
Small bowel disease,diagnosis,1
Small bowel resection,diagnosis,1
Small bowel surgery complications,diagnosis,1
Small chain fatty acids,anatomy_structure,1
Small intestine,anatomy_structure,1
Small intestine imaging,investigation,1
Smegma Bacilli,investigation,1
Smoking,epidemiology,1
Smoking Cessation,drug_of_choice,1
Smoking cessation,drug_of_choice,2
Smooth Muscle,mechanism,2
Smooth Muscle,anatomy_structure,1
Smooth muscle,mechanism,1
Smothering,diagnosis,1
Snake Envenomation,management,1
Snake Envenomation,mechanism,1
Social Cognition,other,1
Social Determinants,other,2
Social Determinants Of Health,other,1
Social Determinants of Health,other,1
Social Medicine,other,3
Social Sciences,other,4
Social Security,other,6
Social Stratification,other,1
Social Welfare,other,1
Social cognition,other,1
Socioeconomic Health Indices,other,1
Socioeconomic Status,epidemiology,1
Sociology,other,5
Sodium Disorders,diagnosis,1
Sodium Disorders,investigation,1
Sodium Disorders,mechanism,1
Sodium channel blockers,mechanism,1
Sodium disorders,mechanism,1
Sodium fluoride,mechanism,1
Soft Tissue Disorders,other,1
Soft Tissue Injuries,anatomy_structure,1
Soft Tissue Injury,other,1
Soft tissue disorders,other,1
Soft tissue injury,other,1
Solid Waste Disposal,other,1
Solid Waste Management,other,1
Solitary Pulmonary Nodule,diagnosis,1
Solitary pulmonary nodule,diagnosis,1
Somatic Symptom Disorders,other,4
Somatic Symptom Disorders,diagnosis,2
Somatic symptom disorders,other,3
Somatic symptom disorders,diagnosis,2
Somatic symptom disorders,management,1
Somatization Disorder,diagnosis,3
Somatization disorder,diagnosis,3
Somatoform Disorders,diagnosis,2
Somatoform disorders,diagnosis,1
Somatosensory System,mechanism,1
Somatostatin Analogs,drug_of_choice,1
Somatostatin analogs,drug_of_choice,1
Space of Disse,anatomy_structure,1
Spasticity management,drug_of_choice,1
Special Senses,mechanism,4
Special Senses,anatomy_structure,1
Special Senses,other,1
Specific Phobia,diagnosis,1
Specific Signs,diagnosis,2
Specimen Collection,investigation,1
Specimen collection,investigation,2
Spectroscopy,other,2
Sperm physiology,other,1
Spermatic Cord,anatomy_structure,3
Spermatic cord,anatomy_structure,3
Spermatogenesis,anatomy_structure,1
Spermatogenesis,mechanism,1
Sphingolipidoses,other,1
Sphingolipids,other,1
Spinal Anaesthesia,mechanism,3
Spinal Anaesthesia,other,3
Spinal Anaesthesia,management,2
Spinal Anesthesia,mechanism,1
Spinal Anesthesia Complications,other,1
Spinal Anomalies,diagnosis,1
Spinal Canal Stenosis,mechanism,2
Spinal Cord,anatomy_structure,5
Spinal Cord,diagnosis,1
Spinal Cord Anatomy,anatomy_structure,1
Spinal Cord Disorders,diagnosis,1
Spinal Cord Fibers,anatomy_structure,1
Spinal Cord Injuries,diagnosis,1
Spinal Cord Injury,diagnosis,2
Spinal Cord Lesions,diagnosis,4
Spinal Cord Syndromes,diagnosis,4
Spinal Cord Tracts,anatomy_structure,1
Spinal Deformities,diagnosis,2
Spinal Deformities,investigation,1
Spinal Deformities,management,1
Spinal Deformities,other,1
Spinal Deformity,management,1
Spinal Deformity,other,1
Spinal Disorders,diagnosis,3
Spinal Disorders,other,1
Spinal Imaging,image_identification,2
Spinal Injuries,management,1
Spinal Ligaments,anatomy_structure,1
Spinal Nerve,anatomy_structure,1
Spinal Nerve Lesions,anatomy_structure,1
Spinal Nerves,anatomy_structure,2
Spinal Reflexes,mechanism,1
Spinal Tuberculosis,management,6
Spinal Tuberculosis,epidemiology,2
Spinal Tuberculosis,other,2
Spinal Tuberculosis,anatomy_structure,1
Spinal anesthesia,mechanism,2
Spinal canal stenosis,mechanism,1
Spinal cord,anatomy_structure,1
Spinal cord lesions,diagnosis,1
Spinal cord segments,investigation,1
Spinal cord tracts,diagnosis,1
Spinal deformity,management,1
Spinal imaging,image_identification,1
Spinal imaging,investigation,1
Spinal injuries,management,1
Spinal involvement,diagnosis,1
Spinal lesions,diagnosis,1
Spinal nerve lesions,anatomy_structure,1
Spinal nerves,anatomy_structure,1
Spinal reflexes,mechanism,1
Spinal tuberculosis,management,3
Spinal tuberculosis,epidemiology,2
Spinal tuberculosis,anatomy_structure,1
Spinal tuberculosis,other,1
Spine,anatomy_structure,18
Spine,diagnosis,15
Spine,other,10
Spine,management,7
Spine,epidemiology,3
Spine,image_identification,2
Spine,mechanism,1
Spinothalamic tract,anatomy_structure,1
Spirochetes,diagnosis,1
Spirochetes,other,1
Spleen,anatomy_structure,5
Spleen,image_identification,3
Spleen,other,1
Spleen Pathology,diagnosis,1
Spleen location,anatomy_structure,1
Spleen pathology,diagnosis,2
Splenectomy,management,2
Splenic Artery,anatomy_structure,1
Splenic Injury,diagnosis,1
Splenic Injury,management,1
Splenic Injury Management,management,1
Splenic Pathology,other,1
Splenic injury,management,1
Splenomegaly,diagnosis,1
Splinting,management,1
Spondyloarthropathies,diagnosis,7
Spondyloarthropathies,investigation,1
Spondyloarthropathy,diagnosis,1
Spondylolisthesis,diagnosis,2
Sports Injuries,diagnosis,1
Sports Medicine,diagnosis,1
Sports injuries,diagnosis,1
Sports injuries,image_identification,1
Sports injuries,management,1
Squint & Pediatric Ophthalmology,diagnosis,74
Squint & Pediatric Ophthalmology,management,36
Squint & Pediatric Ophthalmology,other,26
Squint & Pediatric Ophthalmology,anatomy_structure,18
Squint & Pediatric Ophthalmology,investigation,11
Squint & Pediatric Ophthalmology,epidemiology,8
Squint & Pediatric Ophthalmology,mechanism,6
Squint & Pediatric Ophthalmology,drug_of_choice,5
Squint & Pediatric Ophthalmology,image_identification,4
Squint Surgery,management,1
Squint surgery,management,1
Stable angina,other,1
Stages of anaesthesia,other,1
Staging,image_identification,2
Staging,other,2
Staging,investigation,1
Staining,investigation,1
Staining Techniques,investigation,1
Staining techniques,mechanism,5
Staining techniques,investigation,1
Standardization,epidemiology,2
Standardization Of Rates,epidemiology,1
Standardization of Rates,epidemiology,1
Stapedius nerve supply,anatomy_structure,1
Staphylococci,investigation,1
Staphylococci,mechanism,1
Staphylococcus,epidemiology,1
Staphylococcus,investigation,1
Staphylococcus,other,1
Staphylococcus Aureus,other,1
Staphylococcus aureus,other,1
Starvation,other,1
Starvation Metabolism,mechanism,2
Starvation Metabolism,other,1
Starvation metabolism,mechanism,2
Statins,mechanism,1
Statins,other,1
Statistical Tests,other,1
Stature estimation,other,8
Status Epilepticus,management,1
Status epilepticus,management,1
Steeple sign,image_identification,1
Stereopsis,other,1
Stereotactic Radiosurgery,management,1
Stereotactic radiosurgery,management,1
Sterile Pyuria,diagnosis,1
Sterilization & Hospital Infection,management,5
Sterilization & Hospital Infection,other,5
Sterilization & Hospital Infection,epidemiology,1
Sterilization & Hospital Infection,investigation,1
Sterilization Methods,other,1
Sterilization methods,other,1
Sterilization techniques,other,1
Sternocleidomastoid,anatomy_structure,5
Sternum,anatomy_structure,1
Steroid Biosynthesis,mechanism,2
Steroid Hormones,other,1
Steroid Metabolism,mechanism,2
Steroid biosynthesis,mechanism,2
Steroidogenesis,mechanism,3
Stevens-Johnson Syndrome,diagnosis,1
Stevens-Johnson syndrome,diagnosis,1
Stis,diagnosis,1
Stomach,anatomy_structure,3
Stool calprotectin,diagnosis,1
Strabismus,diagnosis,21
Strabismus,investigation,5
Strabismus,management,4
Strabismus,other,4
Strabismus,epidemiology,1
Strabismus,image_identification,1
Strabismus Diagnosis,diagnosis,1
Strabismus Diagnosis,investigation,1
Strabismus diagnosis,investigation,1
Strangulation,other,2
Strangulation,mechanism,1
Strategic plan,epidemiology,1
Strawberry Tongue,diagnosis,1
Strawberry tongue,diagnosis,1
Streptococci,other,2
Streptococcus,other,2
Streptococcus,investigation,1
Streptococcus,mechanism,1
Streptococcus Agalactiae,diagnosis,1
Streptococcus Pneumoniae,other,1
Streptococcus agalactiae,diagnosis,1
Streptococcus pneumoniae,other,1
Streptogramins,other,1
Stress Incontinence,management,1
Stress Ulcer,other,1
Stress physiology,mechanism,1
Stroke,diagnosis,2
Stroke,management,1
Stroke Management,management,2
Stroke Syndromes,diagnosis,3
Stroke syndromes,diagnosis,2
Strongyloides,diagnosis,1
Strychnine Poisoning,diagnosis,1
Strychnine Poisoning,mechanism,1
Strychnine poisoning,diagnosis,1
Strychnine poisoning,mechanism,1
Study Design,epidemiology,6
Study Designs,other,11
Study Designs,epidemiology,5
Study Designs,image_identification,1
Study Designs,investigation,1
Study design,epidemiology,3
Study designs,epidemiology,2
Study designs,other,2
Study designs,mechanism,1
Stuporous catatonia,diagnosis,1
Subarachnoid Hemorrhage,investigation,2
Subarachnoid Hemorrhage,diagnosis,1
Subarachnoid Hemorrhage,epidemiology,1
Subarachnoid Hemorrhage,management,1
Subarachnoid hemorrhage,diagnosis,1
Subarachnoid hemorrhage,investigation,1
Subcellular Organelles,investigation,1
Subcellular organelles,investigation,1
Subclavian Artery,anatomy_structure,3
Subclavian artery,anatomy_structure,3
Subcutaneous Mycoses,diagnosis,1
Subcutaneous Mycoses,other,1
Subcutaneous mycoses,epidemiology,1
Submandibular Region,anatomy_structure,1
Submandibular region,anatomy_structure,1
Substance Abuse,diagnosis,6
Substance Abuse,drug_of_choice,2
Substance Abuse,management,1
Substance Abuse,other,1
Substance Abuse Pharmacology,drug_of_choice,1
Substance Abuse Symptoms,other,1
Substance Dependence,epidemiology,1
Substance Induced Psychosis,mechanism,1
Substance Related Disorders,diagnosis,1
Substance Use,diagnosis,9
Substance Use,drug_of_choice,3
Substance Use,epidemiology,2
Substance Use,other,2
Substance abuse,epidemiology,2
Substance abuse,diagnosis,1
Substance abuse,management,1
Substance abuse,mechanism,1
Substance abuse,other,1
Substance dependence,epidemiology,1
Substance induced psychosis,mechanism,1
Substance-Induced Psychosis,mechanism,1
Substance-Related And Addictive Disorders,other,4
Substance-Related And Addictive Disorders,diagnosis,1
Substance-Related Disorders,diagnosis,7
Substance-Related Disorders,epidemiology,1
Substance-Related Disorders,management,1
Substance-Related Disorders,other,1
Substance-Related and Addictive Disorders,diagnosis,1
Substance-induced psychosis,mechanism,1
Substance-related disorders,diagnosis,5
Substance-related disorders,epidemiology,1
Substance-related disorders,management,1
Sudden cardiac death,diagnosis,1
Sugar Chemistry,other,1
Suicide,epidemiology,3
Suicide,investigation,2
Suicide,other,1
Suicide And Self-Harm,epidemiology,1
Suicide and Self-Harm,epidemiology,1
Suicide risk assessment,management,1
Suicide/homicide,diagnosis,1
Sulfonamides,drug_of_choice,1
Sulfonamides,mechanism,1
Sulfonamides,other,1
Sulfonylureas,mechanism,1
Sulfonylureas,other,1
Sulfur Metabolism,mechanism,3
Sulfur metabolism,mechanism,3
Superior Gluteal Nerve,anatomy_structure,1
Superior Mesenteric Artery,anatomy_structure,1
Superior gluteal nerve,anatomy_structure,1
Superior mesenteric artery,anatomy_structure,1
Superior mesenteric artery,image_identification,1
Supernumerary teeth,diagnosis,1
Supply Chain,management,1
Supraventricular Tachycardia,management,2
Sural nerve,anatomy_structure,1
Surface Anatomy,anatomy_structure,4
Surface Anatomy,image_identification,3
Surface anatomy,anatomy_structure,6
Surface anatomy,image_identification,3
Surfactant,mechanism,1
Surgical Anatomy,anatomy_structure,7
Surgical Approaches,management,1
Surgical Blades,image_identification,1
Surgical Complications,anatomy_structure,1
Surgical Complications,diagnosis,1
Surgical Complications,management,1
Surgical Complications,mechanism,1
Surgical Complications,other,1
Surgical Drains,image_identification,1
Surgical Dressings,image_identification,1
Surgical Equipment,image_identification,1
Surgical Incisions,anatomy_structure,1
Surgical Incisions,other,1
Surgical Indications,management,1
Surgical Instruments,image_identification,12
Surgical Instruments,management,2
Surgical Instruments,other,2
Surgical Knots,image_identification,3
Surgical Management,management,4
Surgical Management,mechanism,1
Surgical Management Of Itp,management,1
Surgical Management of ITP,management,1
Surgical Materials,other,5
Surgical Materials,management,2
Surgical Materials,image_identification,1
Surgical Oncology,management,7
Surgical Oncology,diagnosis,3
Surgical Oncology,image_identification,2
Surgical Oncology,investigation,2
Surgical Oncology,other,2
Surgical Oncology,anatomy_structure,1
Surgical Oncology,drug_of_choice,1
Surgical Oncology Principles,other,1
Surgical Physiology,other,1
Surgical Positioning,management,1
Surgical Principles,other,2
Surgical Procedures,management,6
Surgical Procedures,anatomy_structure,4
Surgical Procedures,other,3
Surgical Prophylaxis,drug_of_choice,3
Surgical Prophylaxis,management,1
Surgical Sutures,management,1
Surgical Sutures,other,1
Surgical Techniques,management,3
Surgical Techniques,other,3
Surgical Techniques,image_identification,1
Surgical Wounds,management,1
Surgical anatomy,anatomy_structure,1
Surgical approaches,management,1
Surgical classification,diagnosis,1
Surgical complications,diagnosis,1
Surgical complications,management,1
Surgical imaging,image_identification,1
Surgical indication,management,1
Surgical indications,management,1
Surgical instruments,image_identification,3
Surgical knots,image_identification,2
Surgical management,management,2
Surgical margins,management,1
Surgical materials,other,2
Surgical nomenclature,other,1
Surgical oncology,management,2
Surgical oncology,image_identification,1
Surgical oncology,investigation,1
Surgical procedures,management,3
Surgical prophylaxis,drug_of_choice,1
Surgical prophylaxis,management,1
Surgical sutures,other,1
Surgical technique,management,1
Surgical techniques,management,1
Surgical techniques,other,1
Surgical technology,mechanism,1
Surveillance,epidemiology,4
Surveillance,management,1
Sustained Release,other,1
Sustained release,other,1
Suture Materials,other,4
Suture Materials,image_identification,1
Suture Materials,management,1
Suture materials,other,2
Sutures,other,4
Suturing techniques,image_identification,1
Swajaldhara Programme,management,1
Sweat Gland Disorders,diagnosis,3
Sweat Gland Disorders,mechanism,1
Sweat gland disorders,diagnosis,3
Sweat gland disorders,mechanism,1
Sydenham Chorea Management,drug_of_choice,1
Sympathetic Ophthalmitis,other,1
Sympathetic nervous system,mechanism,1
Sympathomimetic Drugs,drug_of_choice,1
Sympathomimetic drugs,drug_of_choice,1
Sympathomimetic toxidrome,diagnosis,1
Sympathomimetics,mechanism,1
Symptom Analysis,other,1
Symptomatic Management,management,1
Symptoms,other,1
Synaptic Transmission,mechanism,2
Synaptic Transmission,anatomy_structure,1
Syndromes,mechanism,1
Syndromes,other,1
Syndromic Surveillance,epidemiology,3
Syndromic deafness,other,1
Syndromic management,management,1
Syndromic surveillance,epidemiology,3
Synovial fluid analysis,investigation,1
Synthetic Pyrethroids,epidemiology,1
Syphilis,diagnosis,6
Syphilis,investigation,1
Systemic Antifungal Agents,other,1
Systemic Diseases,diagnosis,2
Systemic Diseases,other,1
Systemic Diseases with Ocular Manifestations,diagnosis,1
Systemic Granulomatous Diseases,diagnosis,1
Systemic Lupus Erythematosus,diagnosis,2
Systemic Lupus Erythematosus,investigation,1
Systemic Mycoses,diagnosis,3
Systemic Mycoses,drug_of_choice,1
Systemic Mycoses,other,1
Systemic Pathology,diagnosis,189
Systemic Pathology,mechanism,75
Systemic Pathology,other,59
Systemic Pathology,investigation,35
Systemic Pathology,epidemiology,23
Systemic Pathology,image_identification,16
Systemic Pathology,anatomy_structure,8
Systemic Pathology,drug_of_choice,2
Systemic Pathology,management,1
Systemic Retinoids,management,1
Systemic Sclerosis,diagnosis,1
Systemic Sclerosis,investigation,1
Systemic Sclerosis,management,1
Systemic Vasculitis,diagnosis,3
Systemic Vasculitis,investigation,3
Systemic antifungal agents,other,1
Systemic associations,diagnosis,1
Systemic associations,epidemiology,1
Systemic circulation,mechanism,1
Systemic disease,diagnosis,1
Systemic diseases,diagnosis,1
Systemic lupus erythematosus,diagnosis,1
Systemic mycoses,diagnosis,4
Systemic mycoses,other,1
Systemic sclerosis,diagnosis,1
Systemic toxicity,mechanism,1
Systemic vasculitis,diagnosis,2
T Cell Immunity,mechanism,1
T cell immunity,mechanism,1
T-cell mediated disease,diagnosis,1
T-tubules,anatomy_structure,1
TAP block,anatomy_structure,1
TCA,management,1
TCA Cycle,mechanism,5
TCA overdose,management,1
TCA poisoning,drug_of_choice,1
TNM staging,other,1
TURP,anatomy_structure,1
Tabes dorsalis,other,1
Tachypnea,diagnosis,3
Taeniasis,epidemiology,1
Takayasu Arteritis,diagnosis,1
Takayasu Arteritis,other,1
Takayasu arteritis,diagnosis,1
Takayasu arteritis,epidemiology,1
Takayasu arteritis,other,1
Tamoxifen,mechanism,2
Tardive Dyskinesia,management,1
Targeted Therapy,drug_of_choice,1
Targeted Therapy,other,1
Taste And Smell,investigation,1
Taste Perception,anatomy_structure,1
Taste Physiology,mechanism,1
Taste Sensation,anatomy_structure,1
Taste and smell,investigation,1
Taste sensation,anatomy_structure,1
Tattoo,investigation,1
Taxation,other,1
Tca Cycle,mechanism,5
Tear Film,anatomy_structure,1
Tear film,anatomy_structure,1
Telomerase,mechanism,1
Temporal lobe lesion,diagnosis,1
Tendon Disorders,anatomy_structure,1
Tendon injuries,anatomy_structure,1
Tendons,anatomy_structure,2
Tendons & Bursae,anatomy_structure,1
Tennis Elbow,diagnosis,1
Tennis elbow,diagnosis,1
Tenon's space,anatomy_structure,1
Tenosynovitis,anatomy_structure,1
Tenosynovitis,diagnosis,1
Tensor tympani,mechanism,1
Teratogenicity,other,4
Teratogenicity,image_identification,1
Teratogenicity,management,1
Teratogenicity,mechanism,1
Teratogens,diagnosis,1
Teratogens,image_identification,1
Teratology,mechanism,1
Terminology,other,5
Terminology,diagnosis,1
Tertiary health care,other,1
Test validity,investigation,1
Testicular Descent,anatomy_structure,1
Testicular Disorders,other,1
Testicular Torsion,diagnosis,2
Testicular descent,anatomy_structure,1
Testicular disorders,other,1
Testicular torsion,diagnosis,3
Testicular torsion,investigation,1
Tetanus,diagnosis,1
Tetanus,management,1
Tetanus Prophylaxis,management,2
Tetanus prophylaxis,management,1
Tetralogy Of Fallot,diagnosis,1
Tetralogy Of Fallot,image_identification,1
