topic,concept,count,years
Thanatology,Rigor mortis progression pattern,1,2022
Thanatology,Seasonal corpse flotation time,1,2012
Thanatology,Semen identification picric acid,1,2020
Thanatology,Semen presence vaginal proof,1,2014
Thanatology,Sepsis as delayed burn death,1,2013
Thanatology,Sequence of rigor mortis progression,1,2014
Thanatology,Shotgun choke characteristic,1,2015
Thanatology,Signature fracture depressed skull,1,2011
Thanatology,Skull beveling bullet entry,1,2015
Thanatology,Smegma bacilli coitus evidence,1,2014
Thanatology,Soft friable extradural hematoma,1,2014
Thanatology,Somatic versus molecular death,1,2013
Thanatology,Soot in respiratory passage,1,2015
Thanatology,Soot in respiratory passages,1,2015
Thanatology,Souvenir bullet,1,2014
Thanatology,Spalding sign maceration,1,2014
Thanatology,Sparrow marks windshield injury,1,2011
Thanatology,Specific burn injury pattern,1,2020
Thanatology,Sperm detection in vaginal smear,1,2015
Thanatology,Spermine crystal identification,1,2024
Thanatology,Stalking definition,1,2014
Thanatology,Stalking legal definition,1,2014
Thanatology,Stature estimation formula,1,2014
Thanatology,Struggle evidence homicide,1,2015
Thanatology,Strychnine poisoning seizures opisthotonos,1,2023
Thanatology,Suicide note evidence,1,2015
Thanatology,Suspension torture classification,1,2014
Thanatology,Systematic organ examination method,1,2013
Thanatology,Tandem bullet definition,1,2016
Thanatology,Tax claim recovery procedure,1,2019
Thanatology,Temperature affects corpse flotation,1,2012
Thanatology,The temperature of a body of a deceased person is found to be 39 degrees Celsius. Which of,1,2023
Thanatology,Thomas not autopsy method,1,2014
Thanatology,Tracer bullet visible path,1,2010
Thanatology,Typical hanging knot location,1,2014
Thanatology,Tyre track patterned bruise,1,2011
Thanatology,UV detection of evidence,1,2015
Thanatology,Vagal inhibition during immersion,1,2013
Thanatology,Virchow removes organs individually,1,2013
Thanatology,Vitreous potassium estimation,1,2012
Thanatology,Warmth accelerates putrefaction,1,2013
Thanatology,Widmark estimation of blood alcohol,1,2012
Thanatology,Yellow phosphorus luminous waxy,1,2011
Thanatology,ZASKO's phenomena definition,1,2024
Thanatology,Zasko phenomenon postmortem reflex,1,2025
Thanatology,a,1,2023
Thanatology,absorption elution blood group,1,2015
Thanatology,adipocere color grayish white,1,2015
Thanatology,adipocere formation conditions,1,2015
Thanatology,adipocere formation truth,1,2014
Thanatology,adultery IPC section,1,2016
Thanatology,antemortem injury in strychnine poisoning,1,2024
Thanatology,atria mortis,1,2014
Thanatology,battered baby syndrome diagnosis,1,2019
Thanatology,cadaveric spasm,1,2014
Thanatology,cementum incremental lines,1,2013
Thanatology,civil negligence burden of proof,1,2020
Thanatology,contact vs distant gunshot,1,2015
Thanatology,copper sulfate color identification,1,2018
Thanatology,crocodile burn tattoo disappearance,1,2020
Thanatology,dangerous injury definition,1,2015
Thanatology,dangerous weapon IPC section,1,2016
Thanatology,dead patient tagging,1,2015
Thanatology,death certificate cause,1,2019
Thanatology,death certificate line II,1,2014
Thanatology,dental attrition age changes,1,2013
Thanatology,dental root resorption aging,1,2013
Thanatology,dying declaration hearsay,1,2015
Thanatology,earliest fetal death sign,1,2016
Thanatology,exhibitionism IPC section,1,2019
Thanatology,ferrous sulfate color,1,2018
Thanatology,fetal independent existence age,1,2014
Thanatology,first organ to putrefy,1,2017
Thanatology,fresh water drowning pathophysiology,1,2014
Thanatology,grievous hurt IPC definition,1,2015
Thanatology,grievous hurt IPC section,1,2016
Thanatology,gunpowder tattooing,1,2024
Thanatology,heavy metal poisoning signs,1,2018
Thanatology,hyperkalemia in fresh water drowning,1,2014
Thanatology,identical twins fingerprint differences,1,2019
Thanatology,identify osteometric board,1,2014
Thanatology,immediate causes of death in fire,1,2016
Thanatology,insanity defense legal provision,1,2018
Thanatology,intervening act break,1,2015
Thanatology,laryngospasm dry drowning,1,2014
Thanatology,last organ to putrefy male,1,2014
Thanatology,latex test blood group detection,1,2015
Thanatology,legal BAC limit India,1,2014
Thanatology,legal definition of birth,1,2018
Thanatology,line Ia direct cause,1,2014
Thanatology,line Ic underlying cause,1,2014
Thanatology,lock-up death inquest authority,1,2014
Thanatology,major antecedent cause death,1,2014
Thanatology,method to study drug timeline,1,2019
Thanatology,methods of dental age estimation,1,2013
Thanatology,mummification enhancement,1,2014
Thanatology,oximes ineffective in carbamate poisoning,1,2016
Thanatology,periodontal recession in aging,1,2013
Thanatology,permanent lung function cessation,1,2015
Thanatology,polygraph test principle,1,2019
Thanatology,posthumous child definition,1,2017
Thanatology,postmortem blood collection,1,2014
Thanatology,postmortem staining not feature,1,2015
Thanatology,precipitin test species identification,1,2015
Thanatology,radiographic age estimation,1,2024
Thanatology,rigor mortis central progression,1,2024
Thanatology,rigor mortis in fetus,1,2014
Thanatology,rigor mortis progression order,1,2024
Thanatology,root transparency age estimation,1,2013
Thanatology,secondary dentine age changes,1,2013
Thanatology,semen detection test,1,2014
Thanatology,skull suture fusion age estimation,1,2018
Thanatology,smegma absence indicates recent intercourse,1,2014
Thanatology,sodium azide in airbags,1,2014
Thanatology,suicide angle upward,1,2015
Thanatology,suicide vs homicide location,1,2015
Thanatology,sulphuric acid black,1,2018
Thanatology,suspended animation,1,2014
Thanatology,tache noir sign,1,2014
Thanatology,throttling cause of death,1,2024
Thanatology,torn frenulum indicates recent intercourse,1,2014
Thanatology,true bruise irregular shape,1,2014
Thanatology,underlying cause death certificate,1,2014
Thanatology,vagal stimulation immersion syndrome,1,2014
Thanatology,vaginal epithelial cells detection by Lugol,1,2014
Thanatology,viscera storage solution,1,2019
The Nervous System,"A 65-year-old suffered from a stroke 2 days ago. He now presents with involuntary, violent,",1,2022
The Nervous System,[PAGE 73],1,2022
Theca Lutein Cysts,theca lutein cyst frequency in complete mole,1,2016
Therapeutic Apheresis,Plasmapheresis uses and contraindications,1,2010
Therapeutic phlebotomy,Phlebotomy not indicated in CML,1,2015
Thermal Injuries,Kennedy phenomenon in burns,1,2012
Thermal Injuries,heat rupture characteristics,1,2016
Thermal injuries,heat rupture characteristics,1,2016
Thermal regulation,Kangaroo mother care,1,2013
Thermoreception,CMR1 moderate cold receptor,1,2013
Thermoreception,Thermal nociceptor allodynia,1,2024
Thermoreception,Warmth carried by C fibers,1,2016
Thermoregulation,Cutis marmorata due to cold,2,"2017,2018"
Thermoregulation,PGE2 endogenous pyrogen,2,"2016,2018"
Thermoregulation,Daily insensible sweat loss,1,2013
Thermoregulation,Endogenous pyrogen identification,1,2017
Thermoregulation,Endogenous pyrogens raise hypothalamic set point,1,2014
Thermoregulation,Exercise skin blood flow,1,2013
Thermoregulation,Fever thermoregulation effects,1,2018
Thermoregulation,Fever-related insensible water loss,1,2013
Thermoregulation,Hot dry skin feature,1,2024
Thermoregulation,PGE2 role in fever hypothalamus,1,2018
Thermoregulation,Physiological oxidative phosphorylation uncouplers,1,2013
Thermoregulation,Posterior hypothalamus controls shivering,1,2012
Thermoregulation,Thyroid-mediated thermogenesis,1,2012
Thermoregulation,cooling power of air measurement,1,2024
Thermoregulation In Fever,Hypothalamic set point fever,1,2022
Thermoregulation in Fever,Hypothalamic set point fever,1,2022
Thiamine,thiamine deficiency prevention foods,1,2024
Thiamine Metabolism,Thiamine-dependent carbon transfer,1,2012
Thiazide Diuretics,Hydrochlorothiazide for renal calculi,1,2024
Thiazide Diuretics,Thiazide induced renal stones,1,2025
Thiopentone,Thiopentone intra-arterial injection ischemia,1,2016
Thiopentone,Thiopentone not used for antidepressant,1,2014
Thiopentone,thiopentone pharmacology,1,2014
Thoracic Anatomy,Diaphragm aortic opening contents,2,"2016,2017"
Thoracic Anatomy,Lung fissure surface anatomy,1,2012
Thoracic Anatomy,Right isomerism associated conditions,1,2011
Thoracic Anatomy,Sibson's fascia anatomical details,1,2018
Thoracic Anatomy,Transverse pericardial sinus posterior relation,1,2014
Thoracic Aorta,descending aorta CT labeling,1,2024
Thoracic CT,Thoracic pathology CT,1,2016
Thoracic Cavity Anatomy,Diaphragm aortic opening contents,1,2017
Thoracic Ct,Thoracic pathology CT,1,2016
Thoracic Imaging,Aortic pathology imaging,2,"2017,2018"
Thoracic Imaging,Hiatus hernia radiograph,1,2013
Thoracic Imaging,Lung pathology image ID,1,2016
Thoracic Imaging,Pulmonary embolism investigation,1,2016
Thoracic Imaging,Small cell lung cancer with LEMS,1,2024
Thoracic Imaging,Spontaneous pneumothorax X-ray,1,2025
Thoracic Imaging,Widened mediastinum aortic dissection,1,2019
Thoracic Inlet Anatomy,Sibson's fascia anatomical relations,1,2016
Thoracic Outlet Syndrome,Adson's test positive cervical rib,1,2015
Thoracic Outlet Syndrome,Cervical rib causing thoracic outlet,1,2013
Thoracic Pathology,Mesothelioma asbestos risk factors,1,2018
Thoracic Radiology,"A patient is brought to the casualty following a road traffic accident. On examination, the",1,2022
Thoracic Radiology,Pleural effusion imaging,1,2021
Thoracic Radiology,a,1,2023
Thoracic Radiology,anterior mediastinal node level,1,2015
Thoracic Surgery,Anterolateral thoracotomy approach,1,2013
Thoracic Surgery,Early stage NSCLC management,1,2015
Thoracic Surgery,RTA chest injury management,1,2021
Thoracic Surgery,Right lower lobe foreign body aspiration,1,2012
Thoracic Surgery,Supine aspiration into right upper lobe,1,2012
Thoracic Surgery,chest lesion management,1,2020
Thoracic anatomy,Spontaneous esophageal rupture location,1,2015
Thoracic anatomy,vagus posterior to hilum,1,2016
Thoracic aorta,Aortic arch vertebral levels,1,2015
Thoracic aorta,descending aorta CT labeling,1,2024
Thoracic duct,Thoracic duct opening site,1,2016
Thoracic imaging,Ascending aortic dissection CT,1,2018
Thoracic imaging,Hiatus hernia radiograph,1,2013
Thoracic imaging,Thoracic aortic dissection CT,1,2017
Thoracic outlet syndrome,Cervical rib causing thoracic outlet,1,2013
Thoracic pathology,Neurogenic mediastinal tumor,1,2013
Thoracic radiology,Pleural effusion imaging,1,2021
Thoracic surgery,Lymphoma causing chylothorax,1,2012
Thoracic surgery,Most common diaphragmatic hernia,1,2012
Thoracic surgery,Right lower lobe foreign body aspiration,1,2012
Thoracic surgery,Supine aspiration into right upper lobe,1,2012
Thoracic surgery,Traction diverticulum of esophagus,1,2016
Thoracolumbar Fascia,Quadratus lumborum location,1,2016
Thoracolumbar fascia,Quadratus lumborum location,1,2016
Thorax,Left atrium forms heart base,2,2013
Thorax,13 pairs ribs Down syndrome,1,2013
Thorax,A defect in which of the following aortic arches causes the defect shown in the image?,1,2023
Thorax,Anterior cardiac vein not in sinus venarum,1,2015
Thorax,Anterior intercostal artery origin,1,2014
Thorax,Anterior mediastinum contents,1,2018
Thorax,Anterior mediastinum masses,1,2016
Thorax,Aortic opening diaphragmatic structures,1,2018
Thorax,Apex beat 5th intercostal,1,2014
Thorax,Azygos vein drains into SVC,1,2015
Thorax,Breast lobe number,1,2015
Thorax,Bronchi segment distal to bifurcation,1,2016
Thorax,Bronchial anatomy features,1,2013
Thorax,Cardiac muscle central nucleus,1,2013
Thorax,Cardiac sympathetic outflow,1,2012
Thorax,Carina at T4-T5,1,2013
Thorax,Chest tube output >1500 ml,1,2014
Thorax,Chest wall muscle anatomy,1,2015
Thorax,Common AIDS pleural effusion cause,1,2015
Thorax,Coronary sinus tributary,1,2015
Thorax,Costal cartilage joint type,1,2016
Thorax,Costal cartilage synchondrosis,1,2024
Thorax,Costocoracoid membrane origin,1,2013
Thorax,Diaphragm nerve supply,1,2016
Thorax,Double aortic arch association,1,2012
Thorax,Erb's point location,1,2014
Thorax,Esophageal plexus innervation,1,2012
Thorax,Esophagus 22.5 cm relation,1,2016
Thorax,Esophagus absent anterior mediastinum,1,2013
Thorax,Esophagus in posterior mediastinum,1,2013
Thorax,First rib relations,1,2014
Thorax,Gastrophrenic ligament dorsal mesogastrium,1,2014
Thorax,Great cardiac vein at apex,1,2015
Thorax,Great cardiac vein drainage,1,2015
Thorax,Great cardiac vein location,1,2016
Thorax,Great vessel CT anatomy,1,2019
Thorax,Hepatic biopsy safe interspace,1,2012
Thorax,Intercostal nerve branch,1,2015
Thorax,Internal thoracic artery branches,1,2013
Thorax,LAD not in atrioventricular groove,1,2015
Thorax,LMA contraindications in raised IOT,1,2014
Thorax,Left ventricle forms left surface,1,2013
Thorax,Limbus fossa ovalis anatomy,1,2015
Thorax,Lung apex level,1,2016
Thorax,Lung border at midaxillary line,1,2012
Thorax,Lung collapse definition,1,2012
Thorax,Mediastinal tumor location,1,2017
Thorax,Mitral area location,1,2014
Thorax,Most common CDH site,1,2024
Thorax,Needle decompression site for tension pneumothorax,1,2021
Thorax,Number of lactiferous ducts,1,2014
Thorax,Oblique fissure surface marking,1,2012
Thorax,PaCO2 indicates CO elimination,1,2015
Thorax,Phrenicocolic ligament colon diaphragm support,1,2014
Thorax,Posterior mediastinal lymphatic drainage,1,2013
Thorax,Posterior to transverse pericardial sinus,1,2014
Thorax,Pulmonary trunk anatomy,1,2019
Thorax,Recurrent laryngeal nerve invasion,1,2016
Thorax,Respiratory bronchioles origin,1,2016
Thorax,Rib cartilage joint type,1,2017
Thorax,Rib costal cartilage joint type,1,2018
Thorax,Rib-costal cartilage joint,1,2024
Thorax,Right RLN loops around subclavian artery,1,2016
Thorax,Right atrium forms right surface,1,2013
Thorax,Right border formed by right atrium,1,2015
Thorax,Right bronchus is more vertical,1,2013
Thorax,Right lung relation to SVC,1,2013
Thorax,Right middle lobe syndrome,1,2016
Thorax,Right principal bronchus features,1,2014
Thorax,Right upper lobe collapse,1,2024
Thorax,Right upper lobe segment names,1,2015
Thorax,Right ventricle anatomy features,1,2015
Thorax,Right ventricle behind sternum,1,2013
Thorax,Right ventricle forms anterior surface,1,2013
Thorax,Right ventricle sternocostal surface,1,2013
Thorax,S4 before AV closure,1,2016
Thorax,SVC syndrome NSCLC management,1,2016
Thorax,Scleroderma lung involvement,1,2016
Thorax,Severe asthma clinical features,1,2016
Thorax,Sibson fascia characteristics,1,2017
Thorax,Sibson's fascia anatomical details,1,2018
Thorax,Sibson's fascia anatomical relations,1,2016
Thorax,Sibson's fascia anatomy,1,2018
Thorax,Superior intercostal artery supply,1,2013
Thorax,Superior mediastinum lower limit,1,2015
Thorax,Superior thoracic aperture structures,1,2015
Thorax,TEF clinical features,1,2015
Thorax,Tension pneumothorax emergency management,1,2016
Thorax,Thoracic dermatome location,1,2019
Thorax,Thoracic duct crossing level,1,2012
Thorax,Thoracic duct formation,1,2014
Thorax,Thoracic duct opening site,1,2016
Thorax,Thoracic duct spares right upper quadrant,1,2013
Thorax,Thoracic wall rib composition,1,2014
Thorax,Tracheal bifurcation at T4,1,2012
Thorax,Transverse sinus relations,1,2012
Thorax,Triangle of auscultation anatomy,1,2012
Thorax,Tricuspid area location,1,2014
Thorax,Vagus phrenic nerve relation,1,2014
Thorax,Vagus recurrent laryngeal supply,1,2012
Thorax,Ventricular diaphragmatic surface anatomy,1,2013
Thorax,aortic arch developmental defect,1,2018
Thorax,axillary artery division by pectoralis minor,1,2014
Thorax,cardiac muscle action potential ions,1,2016
Thorax,chest wall anatomy,1,2016
Thorax,descending aorta CT labeling,1,2024
Thorax,halo sign in invasive aspergillosis,1,2015
Thorax,hemothorax thoracotomy indication,1,2015
Thorax,intralobar sequestration blood supply,1,2014
Thorax,lung abscess imaging modality,1,2015
Thorax,lung apex maximal distending capacity,1,2016
Thorax,lung hilum posterior relation,1,2014
Thorax,lung inferior border midaxillary line,1,2016
Thorax,pneumothorax xray,1,2014
Thorax,pulmonary valve anatomical level,1,2016
Thorax,structures not related to right hilum,1,2014
Thorax,superior to inferior hilum order,1,2015
Thorax,supine aspiration lung segment,1,2014
Thorax,thoracic duct opening site,1,2014
Thorax,typical intercostal nerve identification,1,2016
Thorax,uppermost structure in left lung hilum,1,2015
Thorax,vagus posterior to hilum,1,2016
Thought Disorder,Formal thought disorder types,1,2014
Thought Disorders,Loosening of association definition,1,2015
Thought disorder,Formal thought disorder types,1,2014
Thought disorders,Cognitive errors identification,1,2010
Throat & Larynx,Postlaryngectomy voice rehabilitation,2,2018
Throat & Larynx,A 55-year-old patient comes with hoarseness of voice and difficulty swallowing. The patient,1,2023
Throat & Larynx,Aryepiglottic fold forms inlet,1,2013
Throat & Larynx,Cricoid hyaline cartilage,1,2012
Throat & Larynx,Cricothyroid external laryngeal supply,1,2013
Throat & Larynx,Cricothyroid muscle function,1,2017
Throat & Larynx,Cricothyroid muscle high pitch,1,2024
Throat & Larynx,Cricothyroid muscle vocal cord function,1,2016
Throat & Larynx,Cricothyroid tensor vocal cords,1,2018
Throat & Larynx,Cricothyroid vocal fold tension,1,2019
Throat & Larynx,Eagle syndrome and upper aerodigestive lesions,1,2013
Throat & Larynx,Galen anastomosis anatomy,1,2013
Throat & Larynx,Glossopharyngeal referred otalgia,1,2013
Throat & Larynx,Inspiratory stridor lesion site,1,2019
Throat & Larynx,Klebsiella rhinoscleromatis laryngitis,1,2013
Throat & Larynx,Laryngeal muscles vocal cord tensor,1,2018
Throat & Larynx,Laryngeal nerve anastomosis,1,2013
Throat & Larynx,Laryngeal stenosis Mitomycin C,1,2010
Throat & Larynx,Laryngeal tuberculosis features,1,2013
Throat & Larynx,Lateralization laryngoplasty,1,2013
Throat & Larynx,Medialization laryngoplasty,1,2013
Throat & Larynx,Peritonsillar abscess halitosis,1,2013
Throat & Larynx,Peritonsillar abscess inflammation,1,2013
Throat & Larynx,Peritonsillar abscess odynophagia,1,2013
Throat & Larynx,Peritonsillar abscess pain,1,2013
Throat & Larynx,Peritonsillar abscess trismus,1,2013
Throat & Larynx,Peritonsillar abscess uvular deviation,1,2013
Throat & Larynx,Peritonsillar abscess voice change,1,2013
Throat & Larynx,Piriform sinus X-ray identification,1,2025
Throat & Larynx,Pitch elevation cord lengthening,1,2013
Throat & Larynx,Pitch lowering cord shortening,1,2013
Throat & Larynx,Posterior laryngeal tuberculosis,1,2013
Throat & Larynx,Recurrent external laryngeal connection,1,2013
Throat & Larynx,Recurrent laryngeal nerve palsy causes,1,2013
Throat & Larynx,Superior laryngeal nerve supply,1,2013
Throat & Larynx,Supraglottic carcinoma voice change,1,2013
Throat & Larynx,Vallecula sign in epiglottitis,1,2013
Throat & Larynx,unpaired laryngeal cartilage,1,2014
Throat & Larynx,vocal cord stratified squamous,1,2016
Thrombocytopenia,ITP does not cause hemarthrosis,1,2014
Thrombocytopenia,ITP features,1,2014
Thrombocytopenia,most common cause thrombocytopenia ICU,1,2016
Thromboelastography,Thromboelastography method,1,2022
Thromboembolism,CT pulmonary angiography,1,2024
Thromboembolism,Liver pathology PE association,1,2017
Thromboembolism,Pregnancy DVT risk,1,2013
Thromboembolism,Pulmonary angiography for embolism,1,2013
Thrombolytic Agents,Thrombolytic contraindications,1,2010
Thrombolytic Drugs,Streptokinase increases plasmin,1,2014
Thrombolytic drugs,Streptokinase increases plasmin,1,2014
Thrombolytics,Tenecteplase fibrinolysis pathway,1,2019
Thrombolytics,Thrombolytic contraindications,1,2010
Thrombolytics,tPA fibrinolysis,1,2024
Thrombophilia,Inherited thrombophilia causes,1,2014
Thrombopoietic Agents,Thrombocytopenia myelosuppression treatment,1,2011
Thrombosis,Endothelial injury initiates thrombus,1,2020
Thrombosis,Lines of Zahn location,1,2015
Thrombosis,Renal vein thrombosis associations,1,2012
Thrombosis,Thrombus formation initiation factor,1,2020
Thrombosis,Thrombus formation trigger,1,2020
Thrombotic Thrombocytopenic Purpura,TTP features,1,2016
Thymoma Associations,Thymoma associated conditions,1,2010
Thymus,Hassall's corpuscle location,1,2014
Thymus,Thymus anatomy,1,2016
Thyroglossal Cyst,Thyroglossal cyst location,1,2016
Thyroglossal cyst,Thyroglossal cyst location,1,2016
Thyroid Carcinoma,Medullary thyroid carcinoma MEN2,1,2015
Thyroid Carcinoma,Papillary thyroid BRAF mutation,1,2024
Thyroid Diseases,Hashimoto's thyroiditis diagnosis,1,2020
Thyroid Disorders,Graves disease false statement,2,"2016,2017"
Thyroid Disorders,Graves disease characteristics,1,2018
Thyroid Disorders,Graves disease hyperthyroidism,1,2016
Thyroid Disorders,High TSH low T4 diagnosis,1,2011
Thyroid Disorders,Hyperthyroidism symptoms TSH T3 T4,1,2020
Thyroid Disorders,Lateral aberrant thyroid definition,1,2015
Thyroid Disorders,MEN type 2 thyroidectomy indication,1,2014
Thyroid Disorders,MTC MEN2 association,1,2019
Thyroid Disorders,Radioiodine preferred in young hyperthyroid patients,1,2016
Thyroid Disorders,Thiocyanate blocks iodine trapping,1,2013
Thyroid Disorders,hypothyroidism best test,1,2016
Thyroid Disorders,myxedema coma not feature,1,2016
Thyroid Disorders,solitary toxic adenoma diagnosis,1,2015
Thyroid Disorders,thyroid nodule function testing,1,2020
Thyroid Disorders,thyroid nodule ultrasound,1,2020
Thyroid Drugs,PTU inhibits thyroid peroxidase,1,2013
Thyroid Eye Disease,Dalrymple's sign definition,1,2015
Thyroid Function Tests,hypothyroidism best test,1,2016
Thyroid Gland,Primary site of thyroid metastasis,1,2016
Thyroid Gland,Thyroid lymphatics drain to deep cervical nodes,1,2014
Thyroid Gland,hCG stimulates thyroid in pregnancy,1,2014
Thyroid Hormones,Pregnancy thyroid hormone alteration,1,2018
Thyroid Hormones,Thyroid hormone potentiation of catecholamines,1,2015
Thyroid Hormones,Thyroxine binding globulin,1,2013
Thyroid Hormones,Thyroxine prealbumin binding,1,2013
Thyroid Neoplasms,Follicular carcinoma PAX8-PPARγ,1,2015
Thyroid Neoplasms,Follicular carcinoma vs adenoma,1,2011
Thyroid Neoplasms,Hürthle follicular carcinoma variant,1,2013
Thyroid Neoplasms,MEN type 2 thyroidectomy indication,1,2014
Thyroid Neoplasms,Medullary thyroid cancer therapy,1,2014
Thyroid Neoplasms,Medullary thyroid carcinoma,1,2024
Thyroid Neoplasms,Medullary thyroid carcinoma surgery,1,2013
Thyroid Neoplasms,Papillary thyroid carcinoma histology,1,2020
Thyroid Neoplasms,Papillary thyroid carcinoma nuclei,1,2012
Thyroid Neoplasms,Radioiodine for differentiated thyroid cancer,1,2013
Thyroid Pathology,Follicular carcinoma vs adenoma,1,2011
Thyroid Pathology,Hashimoto's thyroiditis diagnosis,1,2020
Thyroid Pathology,Papillary thyroid carcinoma features,1,2022
Thyroid Physiology,Pregnancy thyroid hormone alteration,1,2016
Thyroid Swellings,Thyroid swelling evaluation,1,2024
Thyroid carcinoma,Medullary thyroid carcinoma MEN2,1,2015
Thyroid carcinoma,Papillary thyroid BRAF mutation,1,2024
Thyroid disorders,Graves disease hyperthyroidism,1,2016
Thyroid disorders,Lithium does not cause hyperthyroidism,1,2015
Thyroid disorders,PTU for Graves disease,1,2012
Thyroid disorders,Retrosternal goitre surgical approach,1,2020
Thyroid disorders,myxedema coma not feature,1,2016
Thyroid disorders,solitary toxic adenoma diagnosis,1,2015
Thyroid drugs,PTU inhibits thyroid peroxidase,1,2013
Thyroid eye disease,Thyroid eye disease complications,1,2021
Thyroid eye disease,Thyroid ophthalmopathy muscle,1,2012
Thyroid function tests,Hyperthyroidism lab interpretation,1,2020
Thyroid gland,Primary site of thyroid metastasis,1,2016
Thyroid gland,Thyroid lymphatics drain to deep cervical nodes,1,2014
Thyroid gland,hCG stimulates thyroid in pregnancy,1,2014
Thyroid gland,superior thyroid artery bleeding,1,2014
Thyroid hormones,liothyronine for resistant depression,1,2016
Thyroid neoplasms,Hürthle follicular carcinoma variant,1,2013
Thyroid neoplasms,Medullary thyroid cancer therapy,1,2014
Thyroid neoplasms,Medullary thyroid carcinoma,1,2024
Thyroid neoplasms,Papillary thyroid carcinoma nuclei,1,2012
Thyroid physiology,Iodine-induced thyroid autoregulation,1,2012
Thyroidectomy,subtotal thyroidectomy tissue remnant,1,2015
Thyroidectomy Complications,Chvostek sign after total thyroidectomy,1,2015
Thyroidectomy complications,Bilateral RLN palsy cause airway obstruction,1,2021
Thyroidectomy complications,Chvostek sign after total thyroidectomy,1,2015
Thyroiditis,Granulomatous thyroiditis painless exception,1,2015
Tibialis anterior,Tibialis anterior innervation,1,2016
Tibialis anterior,tibialis anterior dorsiflexion,1,2014
Tic Disorders,Tourette syndrome classification,1,2015
Tic disorders,Habit disorder exclusion,1,2018
Tic disorders,Tourette syndrome classification,1,2015
Time of death,Human survival duration,1,2015
Tinea,treatment of tinea corporis,1,2016
Tinea Capitis,Grattage test for tinea capitis,1,2013
Tinea Capitis,dog-associated tinea capitis,1,2021
Tinea Versicolor,Tinea versicolor KOH,1,2014
Tinea versicolor,Tinea versicolor KOH,1,2014
Tinnitus,objective tinnitus causes,1,2014
Tinnitus,objective tinnitus etiology,1,2015
Tissue Repair,Wound healing tensile strength timeline,1,2013
Tocolytics,anesthetic tocolytic effect,1,2014
Tomographic Imaging,Single photon emission CT,1,2012
Tongue,Filiform papillae taste buds,1,2014
Tongue,Tongue base tuberculosis versus malignancy,1,2013
Tongue Anatomy,Identify tongue papillae types,1,2021
Tongue Carcinoma,Post-resection management early tongue cancer,1,2014
Tonometry,Imbert-Fick law applanation tonometry,1,2014
Tonsil,Crypta magna pharyngeal pouch,1,2016
Tonsil Disorders,Refractory chronic tonsillitis,1,2013
Tonsil Disorders,Tonsillar hypertrophy airway obstruction,1,2013
Tonsil Disorders,Tonsillectomy with cardiac surgery,1,2013
Tonsil disorders,Diphtheria carrier tonsillectomy,1,2013
Tonsil disorders,Glossopharyngeal nerve tonsillar bed,1,2013
Tonsil disorders,Refractory chronic tonsillitis,1,2013
Tonsil disorders,Streptococcal carrier tonsillectomy,1,2013
Tonsil disorders,Tonsillar hypertrophy airway obstruction,1,2013
Tonsil disorders,Tonsillar malignancy biopsy,1,2013
Tonsil disorders,Tonsillectomy with cardiac surgery,1,2013
Tonsillar Pillar,Palatoglossal fold anterior pillar,1,2015
Tonsillar pillar,Palatoglossal fold anterior pillar,1,2015
Tonsillectomy,Absolute indications for tonsillectomy,1,2013
Tonsillectomy,Bleeding disorder contraindication,1,2013
Tonsillectomy,Infection increases operative bleeding,1,2013
Tonsillectomy,Interval tonsillectomy after quinsy,1,2013
Tonsillectomy,Menstruation increases operative bleeding,1,2013
Tonsillectomy,Post-tonsillectomy bleeding control,1,2024
Tonsillectomy,Recurrent infection tonsillectomy criteria,1,2013
Tonsillectomy,Systemic disease surgical contraindication,1,2013
Tonsillectomy,Thyroid storm contraindication,1,2013
Tonsillectomy,Young age surgical risk,1,2013
Tonsillectomy Complications,Post-tonsillectomy bleeding management,1,2021
Tonsillitis,Acute follicular tonsillitis,1,2013
Tonsillitis,Peritonsillar abscess management,1,2013
Tonsillitis,Peritonsillar abscess sign,1,2013
Tonsillitis,Streptococcal tonsillitis cause,1,2013
Tonsillitis,tonsillitis referred ear pain,1,2024
Tophi,Tophi location in gout,1,2014
Topical Anaesthesia,EMLA cream formulation,1,2013
Topical Antifungal Agents,Whitfield's ointment composition,1,2014
Topical Corticosteroids,topical steroid formulation potency,1,2010
Topical Therapy,Clobetasol highest topical potency,1,2013
Topical anesthesia,EMLA induced methemoglobinemia,1,2024
Topical antifungal agents,Whitfield's ointment composition,1,2014
Topical antifungals,Miscellaneous topical antifungals list,1,2016
Topical corticosteroids,topical steroid formulation potency,1,2010
Topical therapy,First gen topical retinoid identification,1,2016
Torture,Bamboo leg clamp torture,1,2014
Torture,Beating torture classification,1,2014
Torture,Electric torture classification,1,2014
Torture,Forced posture torture,1,2014
Torture,Near suffocation classification,1,2014
Torture,Suspension torture classification,1,2014
Tourette Syndrome,Tourette syndrome DOC,1,2014
Tourette Syndrome,Tourette syndrome drug options,1,2015
Tourette Syndrome,chronic multiple tics diagnosis,1,2015
Tourette syndrome,Tourette syndrome DOC,1,2014
Tourette syndrome,Tourette syndrome drug options,1,2015
Tourette syndrome,chronic multiple tics diagnosis,1,2015
Toxic Alcohol Poisoning,Ethylene glycol oxalate formation,1,2012
Toxic Exposure,Seal windows for toxic fumes,1,2025
